loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
4934,35.57489,112.40714,112.40714,35.57489,"2,0,2,0,5,7,2,0,1,0,0,0,8,0,4,0,7,0,60,0,0,0,1",山西省晋城市阳城县町店镇大宁村,阳城县町店镇大宁村,阳城县町店镇 大宁村,"[-0.055420905351638794, 0.1132504865527153, 0.03999317064881325, 0.0020673400722444057, -0.02748122625052929, -0.18187063932418823, 0.08548186719417572, 0.20621123909950256, -0.1611013412475586, -0.2431197613477707, -0.002387980930507183, -0.2132953703403473, 0.04547862336039543, 0.04682215303182602, -0.13559496402740479, -0.02253585122525692, 0.03630511462688446, 0.029951827600598335, -0.275495707988739, -0.12933717668056488, -0.13242371380329132, 0.05031392723321915, 0.151449054479599, -0.03477220982313156, 0.12003728747367859, 0.07646974176168442, 0.04615188390016556, -0.12337125092744827, -0.16455747187137604, 0.049221646040678024, 0.0008033783524297178, -0.014638843014836311, -0.10356660932302475, 0.06892245262861252, -0.14401617646217346, 0.06319952011108398, 0.15673565864562988, 0.03306511044502258, 0.09252329915761948, -0.11952465027570724, 0.182673841714859, 0.021400103345513344, -0.020316559821367264, 0.02618512511253357, 0.23849910497665405, 0.1077885627746582, 0.009596763178706169, -0.0344034843146801, -0.0669451653957367, 0.01596829481422901]",阳城县町店镇,wqrfmuhqu0ns
4943,35.5476,112.44227,112.44227,35.5476,"8,0,4,1,18,59,14,1,7,1,1,1,23,4,10,6,14,2,69,3,0,0,1",山西省晋城市阳城县町店镇芦河煤业,阳城县町店镇芦河煤业,阳城县町店镇 芦河 煤业,"[-0.02446320652961731, 0.06699611246585846, 0.013816260732710361, 0.0019842868205159903, -0.002067945431917906, -0.10219769179821014, 0.04952671378850937, 0.10597830265760422, -0.09019231796264648, -0.12847068905830383, -0.003166023874655366, -0.11213018745183945, 0.026342110708355904, 0.025954807177186012, -0.08583615720272064, -0.015894297510385513, 0.027819909155368805, 0.023452550172805786, -0.156815305352211, -0.08005648106336594, -0.07248052209615707, 0.040805160999298096, 0.07812513411045074, -0.024818751960992813, 0.06802653521299362, 0.03826785832643509, 0.017235741019248962, -0.0658213272690773, -0.09514350444078445, 0.024885786697268486, 0.001958268228918314, -0.013300136663019657, -0.050944190472364426, 0.030440712347626686, -0.06475038081407547, 0.028055464848876, 0.09650542587041855, 0.025953060016036034, 0.06418982893228531, -0.059495098888874054, 0.09824419766664505, 0.01208569947630167, -0.01570231281220913, 0.018192535266280174, 0.14017647504806519, 0.05305955931544304, 0.012049863114953041, -0.021272748708724976, -0.04164956510066986, -0.0037661646492779255]",阳城县町店镇,wqrfnxjzybcm
4947,35.51935,112.52122,112.52122,35.51935,"4,0,1,2,30,89,44,7,10,8,9,11,38,12,16,3,21,4,93,13,0,0,14",山西省晋城市阳城县润城镇S86晋运高速,阳城县润城镇S86晋运高速,阳城县润城镇 晋运 高速,"[-0.028264062479138374, 0.027116546407341957, -0.0064992099069058895, 0.00015474483370780945, -0.0010771022643893957, -0.07414932548999786, 0.03278343379497528, 0.08787350356578827, -0.05408108979463577, -0.1011696308851242, 0.006179827731102705, -0.07604322582483292, 0.010958811268210411, 0.014453674666583538, -0.038370631635189056, -0.004014184698462486, 0.020298758521676064, 0.01755833625793457, -0.11017468571662903, -0.06370186060667038, -0.05274045467376709, 0.02004128135740757, 0.060339562594890594, -0.020563460886478424, 0.04804055392742157, 0.018955914303660393, 0.03226398676633835, -0.05422497168183327, -0.07975425571203232, 0.02777073346078396, 0.009913001209497452, 0.004459836054593325, -0.04175650328397751, 0.019356880336999893, -0.053533393889665604, 0.03540530055761337, 0.04783134534955025, 0.02241765893995762, 0.03391532972455025, -0.04629172012209892, 0.07757851481437683, 0.014051535166800022, -0.01963626779615879, 0.014572171494364738, 0.08622831851243973, 0.04899816960096359, 0.021455561742186546, -0.008119209669530392, -0.01535026915371418, -0.004807553254067898]",阳城县润城镇,ww2406p7nqwz
4962,35.51797,112.39281,112.39281,35.51797,"23,6,15,4,58,170,80,6,30,2,2,23,67,13,45,11,72,4,207,9,0,0,17",山西省晋城市阳城县西河乡汽车站(公交站),阳城县西河乡汽车站(公交站),乡 城县 西河乡 汽车站 公交站,"[-0.033929284662008286, 0.019064955413341522, -0.029577309265732765, 0.01084853895008564, -0.013896886259317398, -0.06398122757673264, 0.009496184065937996, 0.058522455394268036, -0.014611556194722652, -0.0867692083120346, 0.0246821828186512, -0.060724906623363495, 0.022669022902846336, 0.02285601943731308, -0.03933264687657356, 0.006909182295203209, -0.014552902430295944, -0.007687737233936787, -0.08675950020551682, -0.04541371017694473, -0.049791209399700165, 0.035485122352838516, 0.024304721504449844, -0.028554340824484825, 0.0718052089214325, -0.008424648083746433, 0.028004182502627373, -0.02865396998822689, -0.060988619923591614, 0.0377994179725647, 0.014639846049249172, -0.023725276812911034, -0.0362975150346756, 0.028042618185281754, -0.04961491748690605, 0.01530108880251646, 0.03578126057982445, 0.028095431625843048, 0.05473559349775314, -0.04924611374735832, 0.04682966321706772, 0.015301037579774857, -0.016141293570399284, -0.008257380686700344, 0.08411714434623718, 0.00434225145727396, 0.0397045873105526, -0.016545290127396584, -0.042455028742551804, 0.022906705737113953]",乡,wqrfj9cgnm3r
4968,35.41395,112.36333,112.36333,35.41395,"1,0,0,1,5,20,15,2,5,0,2,1,33,3,12,2,4,0,57,1,0,0,5",山西省晋城市阳城县河北镇河怀路,阳城县河北镇河怀路,阳城县河北镇 河怀路,"[-0.053400684148073196, 0.11842550337314606, 0.03722374513745308, 0.01496134977787733, -0.03433576598763466, -0.18667283654212952, 0.09668022394180298, 0.2247876226902008, -0.17537173628807068, -0.25637087225914, -0.006321467459201813, -0.23581698536872864, 0.03475465252995491, 0.05012711510062218, -0.13180045783519745, -0.036810778081417084, 0.020454946905374527, 0.05263470485806465, -0.2972230017185211, -0.1442335695028305, -0.12912115454673767, 0.07374312728643417, 0.16366176307201385, -0.048418689519166946, 0.139190211892128, 0.08106368780136108, 0.03916538506746292, -0.146245077252388, -0.18116842210292816, 0.06188424304127693, -0.0019486607052385807, -0.008356940932571888, -0.11558815091848373, 0.07150624692440033, -0.1470482498407364, 0.09394481778144836, 0.16534191370010376, 0.049149706959724426, 0.1017356887459755, -0.11919841170310974, 0.19284506142139435, 0.02438913658261299, -0.022988248616456985, 0.031183917075395584, 0.25940725207328796, 0.11139374226331711, 0.01819034293293953, -0.02911589853465557, -0.08449962735176086, 0.014602628536522388]",阳城县河北镇,wqrckyumpqg2
4978,35.55143,112.5379,112.5379,35.55143,"13,1,3,3,10,111,20,2,8,3,4,1,17,7,13,6,28,0,44,6,0,0,10",山西省晋城市阳城县润城镇屯城村,阳城县润城镇屯城村,阳城县润城镇 屯城村,"[-0.03609424829483032, 0.05877697840332985, 0.02381456270813942, 0.007683228701353073, -0.022831974551081657, -0.08764827251434326, 0.037413839250802994, 0.1076364740729332, -0.07235485315322876, -0.12980502843856812, 0.0025822171010077, -0.11171726882457733, 0.01268722303211689, 0.030177095904946327, -0.06622891873121262, -0.005766952410340309, 0.017109880223870277, 0.017757566645741463, -0.1438724547624588, -0.05867733806371689, -0.06418106704950333, 0.022738078609108925, 0.06840865314006805, -0.030085628852248192, 0.0731087476015091, 0.03076418675482273, 0.021346626803278923, -0.07564011216163635, -0.09365447610616684, 0.03347896412014961, 0.0033567470964044333, -0.0045575727708637714, -0.0560387559235096, 0.04368891566991806, -0.07692160457372665, 0.032422661781311035, 0.07098507881164551, 0.02167167328298092, 0.05619090795516968, -0.05830405279994011, 0.08650515228509903, 0.017750514671206474, -0.0190367940813303, 0.02097703516483307, 0.12450960278511047, 0.04392720013856888, 0.016584841534495354, -0.008950809016823769, -0.03901830315589905, 0.008440837264060974]",阳城县润城镇,ww240zgw54uk
4997,35.4963,112.5861,112.5861,35.4963,"11,1,1,2,127,398,90,35,32,114,17,11,62,26,37,10,31,2,85,29,2,0,33",山西省晋城市阳城县北留镇上孙沟,阳城县北留镇上孙沟,阳城县北留镇 上 孙 沟,"[-0.04449258744716644, 0.07743406295776367, 0.020232781767845154, -0.005884337704628706, -0.007556659635156393, -0.1353604644536972, 0.07029800117015839, 0.14721159636974335, -0.10803820937871933, -0.18951593339443207, -0.002895244164392352, -0.1698555052280426, 0.02973107621073723, 0.032823484390974045, -0.09678066521883011, -0.021844124421477318, 0.00971989892423153, 0.03228387609124184, -0.2022687792778015, -0.09475372731685638, -0.0978684201836586, 0.04203532636165619, 0.10334184020757675, -0.029897084459662437, 0.08551596850156784, 0.043930478394031525, 0.021952468901872635, -0.09718861430883408, -0.13389986753463745, 0.037232089787721634, -0.0006348078022710979, 0.0023134106304496527, -0.07073338329792023, 0.04298362508416176, -0.11413481831550598, 0.05153605714440346, 0.1100226491689682, 0.030128788203001022, 0.0629381537437439, -0.09145312756299973, 0.13380634784698486, 0.00901391077786684, -0.02014916017651558, 0.014887010678648949, 0.18808488547801971, 0.07162263244390488, 0.002736166352406144, -0.035088490694761276, -0.03652406483888626, 0.001659938832744956]",阳城县北留镇,ww21cvysymbv
5000,35.574858,112.40712,112.40712,35.574858,"2,0,2,0,5,7,2,0,1,0,0,0,8,0,4,0,7,0,60,0,0,0,1",山西省晋城市阳城县町店镇大宁村,阳城县町店镇大宁村,阳城县町店镇 大宁村,"[-0.05799512192606926, 0.11704853177070618, 0.040399935096502304, 0.00347947352565825, -0.028266187757253647, -0.1846930831670761, 0.08736119419336319, 0.21100270748138428, -0.1642705500125885, -0.2510419487953186, -0.0022840378805994987, -0.22092171013355255, 0.0463564433157444, 0.045859433710575104, -0.13800972700119019, -0.023033080622553825, 0.036977559328079224, 0.028612134978175163, -0.27988478541374207, -0.13098177313804626, -0.1341569423675537, 0.05128684639930725, 0.1550452709197998, -0.035386521369218826, 0.12295859307050705, 0.07746218889951706, 0.045133937150239944, -0.12589094042778015, -0.1674848049879074, 0.050256967544555664, 0.001451769145205617, -0.015612133778631687, -0.10638615489006042, 0.0696231946349144, -0.14514470100402832, 0.06562735885381699, 0.160723477602005, 0.03240833431482315, 0.09590499848127365, -0.12175577133893967, 0.18767228722572327, 0.02245921455323696, -0.021686481311917305, 0.026481499895453453, 0.2450031340122223, 0.1116553395986557, 0.007054855115711689, -0.03495067358016968, -0.066245898604393, 0.016478482633829117]",阳城县町店镇,wqrfmuhqedpt
5039,35.571,112.44199,112.44199,35.571,"5,0,2,1,14,56,13,1,7,1,1,1,23,2,4,6,9,0,78,1,0,0,0",山西省晋城市阳城县町店镇增村村,阳城县町店镇增村村,阳城县町店镇 增村村,"[-0.033175501972436905, 0.062311816960573196, 0.023682044818997383, 0.007771786767989397, -0.009358827024698257, -0.10465219616889954, 0.04678518325090408, 0.11882499605417252, -0.09169722348451614, -0.13353952765464783, 0.00013808980293106288, -0.1274670660495758, 0.023959707468748093, 0.020236101001501083, -0.07476721704006195, -0.018759271129965782, 0.015238174237310886, 0.027547629550099373, -0.15764009952545166, -0.08002442866563797, -0.08000293374061584, 0.02648301050066948, 0.09186352789402008, -0.030766470357775688, 0.07231337577104568, 0.029557712376117706, 0.019720405340194702, -0.06794744729995728, -0.08867382258176804, 0.03660973533987999, 0.009841123595833778, -0.002552017103880644, -0.05103883147239685, 0.03349553793668747, -0.08765529841184616, 0.041813936084508896, 0.07902804762125015, 0.028749190270900726, 0.0514831580221653, -0.05836354196071625, 0.09464602917432785, 0.011124908924102783, -0.019452953711152077, 0.014784728176891804, 0.1476205587387085, 0.06541215628385544, 0.012437424622476101, -0.016588501632213593, -0.027121789753437042, 0.0035846505779772997]",阳城县町店镇,wqrfqetb0708
5040,35.528099,112.428596,112.428596,35.528099,"8,0,4,1,19,60,15,1,7,1,1,4,26,3,12,6,18,4,77,3,0,0,1",山西省晋城市阳城县凤城镇S86晋运高速,阳城县凤城镇S86晋运高速,阳城县凤城镇 晋运 高速,"[-0.03387972712516785, 0.02153611369431019, -0.009353294968605042, 0.0038001893553882837, -0.01333111897110939, -0.057597171515226364, 0.03487112745642662, 0.06883706897497177, -0.043040115386247635, -0.07972678542137146, -0.004357309080660343, -0.06583143770694733, 0.008953860029578209, 0.022158173844218254, -0.04892732948064804, -0.00055035634431988, 0.0060038394294679165, 0.01806221716105938, -0.09619572758674622, -0.04727596789598465, -0.046363916248083115, 0.009546407498419285, 0.05616487190127373, -0.018924206495285034, 0.05897920951247215, 0.02671620063483715, 0.025401649996638298, -0.04445332661271095, -0.06750877946615219, 0.01737719215452671, -0.006849379278719425, 0.005255126394331455, -0.029185649007558823, 0.02295086532831192, -0.05048349127173424, 0.02424517273902893, 0.04704321548342705, 0.01685684360563755, 0.04554441198706627, -0.0466579794883728, 0.061613257974386215, 0.017575910314917564, -0.007704518735408783, 0.005040833726525307, 0.09188760817050934, 0.03925733268260956, -0.0015491396188735962, -0.0024892620276659727, -0.01789480447769165, 0.007563180290162563]",阳城县凤城镇,wqrfn7sn0jtm
5048,35.470039,112.410019,112.410019,35.470039,"148,39,42,50,872,878,879,89,308,51,17,135,242,230,110,94,278,0,898,40,0,0,144",山西省晋城市阳城县凤城镇千朋汽修,阳城县凤城镇千朋汽修,阳城县凤城镇 千朋汽修,"[-0.04801435396075249, 0.08639220148324966, 0.02142520435154438, 0.007090818136930466, -0.023724514991044998, -0.15221872925758362, 0.0781087726354599, 0.17488236725330353, -0.13395722210407257, -0.21432912349700928, 0.012164000421762466, -0.1991388350725174, 0.03893524780869484, 0.03614957630634308, -0.11897332221269608, -0.01466465275734663, 0.028713621199131012, 0.03918485715985298, -0.23160652816295624, -0.11106614023447037, -0.12476447969675064, 0.04788075387477875, 0.13980896770954132, -0.03191298991441727, 0.11527196317911148, 0.050023093819618225, 0.03937298059463501, -0.11897476017475128, -0.14453759789466858, 0.04628162458539009, -0.00950744841247797, -0.013176110573112965, -0.07550036162137985, 0.06250389665365219, -0.12914134562015533, 0.0560205802321434, 0.13741378486156464, 0.03209209814667702, 0.07309003174304962, -0.11176615208387375, 0.1532452404499054, 0.028090566396713257, -0.027532830834388733, 0.037321534007787704, 0.22644329071044922, 0.09360655397176743, 0.005429314449429512, -0.03472251445055008, -0.05681273713707924, 0.0005570261855609715]",阳城县凤城镇,wqrcvcn7zq92
5051,35.533968,112.407528,112.407528,35.533968,"8,0,5,1,15,61,19,2,6,2,1,1,22,2,21,6,15,4,86,4,0,0,0",山西省晋城市阳城县凤城镇阳端线,阳城县凤城镇阳端线,阳城县凤城镇 阳端线,"[-0.008929629810154438, 0.020720720291137695, 0.0017376038013026118, -0.005026708357036114, 0.005239741876721382, -0.013313354924321175, 0.007890535518527031, 0.020879952237010002, -0.021383831277489662, -0.028724871575832367, -0.0068939849734306335, -0.027981344610452652, 0.01380882691591978, 0.004350780043751001, -0.010630269534885883, -0.011033957824110985, -0.005058932118117809, 0.002577651757746935, -0.038909297436475754, -0.025206422433257103, -0.005332375410944223, 0.008566999807953835, 0.017636097967624664, -0.0006478256545960903, 0.015726745128631592, 0.00956192146986723, 0.0035348711535334587, -0.01626375876367092, -0.018173113465309143, 0.011859877035021782, -0.000857379927765578, -0.0026999476831406355, -0.003204922890290618, 0.014176974073052406, -0.014459674246609211, 0.01204494759440422, 0.011019525118172169, -0.0021558564621955156, 0.009107070975005627, -0.009148422628641129, 0.015521281398832798, -0.006199396215379238, -0.0012505700578913093, -0.00157841551117599, 0.023120814934372902, 0.02108253724873066, 0.004415829665958881, -0.004294745624065399, -0.010988852009177208, -0.006611831486225128]",阳城县凤城镇,wqrfjuu8m5xz
5070,35.4969,112.858,112.858,35.4969,"335,79,98,68,864,872,884,375,872,261,54,532,898,850,585,485,860,0,900,135,0,49,891",山西省晋城市城区钟家庄街道红星东街泽州公园,城区钟家庄街道红星东街泽州公园,城区钟家庄街道 红星东街 泽州 公园,"[-0.035660360008478165, 0.06374771147966385, 0.025568198412656784, 0.00243191234767437, -0.025601105764508247, -0.12273669242858887, 0.07100214809179306, 0.1321362853050232, -0.09934592247009277, -0.15399354696273804, -0.010048307478427887, -0.13139887154102325, 0.022418132051825523, 0.020240280777215958, -0.08446306735277176, -0.023602761328220367, 0.00382409431040287, 0.03173961490392685, -0.18149392306804657, -0.07695765793323517, -0.07382983714342117, 0.0359736829996109, 0.08281601220369339, -0.0058829705230891705, 0.06662267446517944, 0.049792639911174774, 0.026647577062249184, -0.0929078608751297, -0.1083286926150322, 0.037810858339071274, -0.013994338922202587, -0.015967220067977905, -0.056884560734033585, 0.041393402963876724, -0.09005753695964813, 0.03906231373548508, 0.09504662454128265, 0.027220094576478004, 0.04991399496793747, -0.061131663620471954, 0.12078450620174408, 0.015374270267784595, -0.013594110496342182, 0.00990311149507761, 0.16370290517807007, 0.062241848558187485, -0.0007705932366661727, -0.015940966084599495, -0.04539802670478821, -0.0004612466145772487]",城区钟家庄街道,ww23bnh8qjb0
5115,35.506388,112.8475,112.8475,35.506388,"269,40,77,77,841,857,863,408,871,262,58,489,896,862,528,455,859,0,900,141,0,32,891",山西省晋城市城区东街街道尚花早教晋城基地君临花园,城区东街街道尚花早教晋城基地君临花园,城区东街街道 尚花 早教 晋城 基地 君临 花园,"[-0.03400551155209541, 0.06831090152263641, 0.02561229094862938, -0.007823916152119637, -0.0024389680474996567, -0.12467905879020691, 0.06675408780574799, 0.15273480117321014, -0.10694205015897751, -0.1673707813024521, 0.0046888054348528385, -0.1609618067741394, 0.03170228376984596, 0.02333652228116989, -0.09104715287685394, -0.014522106386721134, 0.031247785314917564, 0.03537334129214287, -0.1922057420015335, -0.08590899407863617, -0.08714808523654938, 0.03257144242525101, 0.10533899068832397, -0.022288374602794647, 0.0776318907737732, 0.05114540830254555, 0.020999880507588387, -0.09355425834655762, -0.12154863029718399, 0.030292745679616928, 0.0031340299174189568, -0.01530423853546381, -0.07617776095867157, 0.04675879701972008, -0.10756044834852219, 0.05977782979607582, 0.1002858504652977, 0.027621611952781677, 0.06944894045591354, -0.0874275267124176, 0.132577583193779, 0.019309930503368378, -0.020051008090376854, 0.027998726814985275, 0.17851217091083527, 0.07688527554273605, 0.023487336933612823, -0.03167719393968582, -0.05210012570023537, 0.003249766770750284]",城区东街街道,ww21zztp9q6y
5133,35.508888,112.803888,112.803888,35.508888,"283,72,104,27,862,887,873,110,355,45,25,132,269,370,157,117,875,2,900,46,0,0,287",山西省晋城市城区西上庄街道平安街,城区西上庄街道平安街,城区西上庄街道 平安街,"[-0.04409727454185486, 0.09778799116611481, 0.03862684965133667, -0.0056499517522752285, -0.02245452255010605, -0.14944688975811005, 0.08593297749757767, 0.18950042128562927, -0.14239561557769775, -0.21998682618141174, 0.0010545968543738127, -0.18210071325302124, 0.03106043115258217, 0.0377354770898819, -0.11388792842626572, -0.023745650425553322, 0.016492361202836037, 0.034427255392074585, -0.24898935854434967, -0.12379568815231323, -0.11380088329315186, 0.04335030913352966, 0.13998334109783173, -0.04189608246088028, 0.11716054379940033, 0.06875410676002502, 0.04093649610877037, -0.11657260358333588, -0.14530383050441742, 0.03842449188232422, -0.007854105904698372, -0.00733723072335124, -0.09436655044555664, 0.06673744320869446, -0.13775359094142914, 0.07268821448087692, 0.142046257853508, 0.036605484783649445, 0.09042994678020477, -0.12104532122612, 0.15556882321834564, 0.024915114045143127, -0.032642561942338943, 0.03046954795718193, 0.2156917303800583, 0.09604816138744354, 0.008040964603424072, -0.02945980615913868, -0.06082670018076897, 0.011964038945734501]",城区西上庄街道,ww24nbjq307r
5164,35.460277,112.478055,112.478055,35.460277,"12,0,10,6,49,190,25,4,10,3,3,7,19,6,15,3,46,0,290,4,0,0,17",山西省晋城市阳城县凤城镇阳城县美陶陶瓷有限公司陶瓷工业园,阳城县凤城镇阳城县美陶陶瓷有限公司陶瓷工业园,阳城县凤城镇 阳城县 美陶 陶瓷 有限 公司 陶瓷 工业园,"[-0.09281016886234283, 0.13578952848911285, 0.05588437616825104, 0.004845964722335339, -0.013642743229866028, -0.22122026979923248, 0.1174359917640686, 0.2550434172153473, -0.1979379653930664, -0.2985985279083252, 0.0025798764545470476, -0.2688824236392975, 0.04086554795503616, 0.040918879210948944, -0.1674632877111435, -0.011089998297393322, 0.04933056980371475, 0.06170979142189026, -0.34443557262420654, -0.1609240472316742, -0.17093607783317566, 0.06961953639984131, 0.187156081199646, -0.04124177247285843, 0.13686217367649078, 0.09949375689029694, 0.04496251791715622, -0.15632326900959015, -0.1870684027671814, 0.05655185505747795, 0.0071851336397230625, 1.760348277457524e-05, -0.11538264155387878, 0.08402412384748459, -0.17105832695960999, 0.08838941156864166, 0.1905491203069687, 0.048233866691589355, 0.11061862111091614, -0.1484217792749405, 0.21937640011310577, 0.021020090207457542, -0.03324512392282486, 0.03788435831665993, 0.30831342935562134, 0.11436015367507935, 0.02853313460946083, -0.04895339161157608, -0.08457007259130478, 0.0028631482273340225]",阳城县凤城镇,wqrcxx250dsx
5242,35.4364,112.4694,112.4694,35.4364,"5,1,5,7,16,69,16,1,3,2,4,2,22,4,13,2,29,0,47,2,0,0,9",山西省晋城市阳城县白桑镇涝泉村,阳城县白桑镇涝泉村,阳城县白桑镇 涝泉村,"[-0.04067569598555565, 0.0614372119307518, 0.01871119625866413, -0.0032469246070832014, -0.015114899724721909, -0.1071888729929924, 0.04666321724653244, 0.11416031420230865, -0.09655700623989105, -0.1276915967464447, 0.002357189543545246, -0.1299387365579605, 0.021322011947631836, 0.029302245005965233, -0.07523205876350403, -0.017322733998298645, 0.010761460289359093, 0.02185864932835102, -0.1480174958705902, -0.08326897770166397, -0.06375312805175781, 0.040039561688899994, 0.0800212174654007, -0.026465177536010742, 0.06994996219873428, 0.028934521600604057, 0.027246050536632538, -0.08047913759946823, -0.0980837419629097, 0.02290443889796734, -0.00681690126657486, 0.0021709564607590437, -0.05661626532673836, 0.0390273816883564, -0.0821167454123497, 0.03515567258000374, 0.083980031311512, 0.021968012675642967, 0.04609239473938942, -0.0801490843296051, 0.11269287019968033, 0.02624448761343956, -0.01934020034968853, 0.02196730300784111, 0.13855960965156555, 0.05644717067480087, 0.0027366415597498417, -0.027106108143925667, -0.03368532657623291, -0.00795000046491623]",阳城县白桑镇,wqrcx6cxyzwz
5258,35.35757,112.78203,112.78203,35.35757,"17,0,7,0,2,8,0,2,2,0,0,0,32,0,23,0,5,2,62,3,0,0,2",山西省晋城市泽州县犁川镇208国道,泽州县犁川镇208国道,泽州县犁川镇 208 国道,"[-0.036394987255334854, 0.04183671250939369, -0.004013420082628727, -0.01981407031416893, -0.010088872164487839, -0.07771789282560349, 0.02875414304435253, 0.07129746675491333, -0.08019556850194931, -0.08564694970846176, 0.007520335726439953, -0.08324739336967468, 0.010765958577394485, 0.018108805641531944, -0.039211709052324295, -0.007899587042629719, 0.005885005462914705, 0.017070675268769264, -0.09936404228210449, -0.05371793359518051, -0.03972954303026199, 0.023506052792072296, 0.06536298245191574, -0.004403086844831705, 0.06381305307149887, 0.01441335491836071, -0.00651103351265192, -0.06497306376695633, -0.06791984289884567, 0.007500284351408482, 0.006271154619753361, -0.007760307751595974, -0.03882249444723129, 0.04306405782699585, -0.0668216347694397, 0.023057052865624428, 0.06324156373739243, 0.016640344634652138, 0.02898223139345646, -0.0625133365392685, 0.06693797558546066, 0.00794653408229351, -0.017706837505102158, 0.028214316815137863, 0.10162990540266037, 0.04619560390710831, -0.0044031087309122086, -0.019055776298046112, -0.02144254371523857, 0.008417793549597263]",泽州县犁川镇,ww21nktkgbbb
5262,35.46581,112.79906,112.79906,35.46581,"101,34,39,5,274,720,249,10,67,12,10,61,107,77,86,22,218,4,483,8,0,0,99",山西省晋城市泽州县南村镇208国道,泽州县南村镇208国道,泽州县南村镇 208 国道,"[-0.03126673400402069, 0.02723723091185093, -0.0025255645159631968, -0.00840372871607542, -0.008652331307530403, -0.05403493717312813, 0.019310597330331802, 0.04752533882856369, -0.054574400186538696, -0.04776617884635925, -0.0017657174030318856, -0.04418530687689781, 0.015633676201105118, 0.016645925119519234, -0.019845277070999146, 0.00017358041077386588, 0.00999660138040781, 0.017222998663783073, -0.052219051867723465, -0.038413967937231064, -0.019610118120908737, 0.0019206047290936112, 0.03223571926355362, 0.004616901744157076, 0.044651735574007034, 0.01772608421742916, 0.002693004673346877, -0.036936208605766296, -0.03920675814151764, 0.023827694356441498, 0.002859083004295826, 0.0016893325373530388, -0.026868129149079323, 0.021218910813331604, -0.03240881860256195, 0.010442439466714859, 0.04470032453536987, 0.015351755544543266, 0.024653546512126923, -0.04155881330370903, 0.042957503348588943, 0.007985774427652359, -0.01831172965466976, 0.018982162699103355, 0.051583047956228256, 0.019979069009423256, -0.013472121208906174, -0.017852434888482094, -0.01248164288699627, -0.003480207407847047]",泽州县南村镇,ww21yb3g2d5m
5283,35.46283,112.79176,112.79176,35.46283,"58,21,32,3,152,544,169,7,37,9,7,46,86,47,62,9,179,4,217,6,0,0,68",山西省晋城市泽州县南村镇李师傅腊汁肉夹馍泽信苑小区,泽州县南村镇李师傅腊汁肉夹馍泽信苑小区,泽州县南村镇 李 师傅 腊汁 肉夹馍 泽信苑 小区,"[-0.08839835226535797, 0.16736342012882233, 0.03554137796163559, -0.015637291595339775, -0.03564326465129852, -0.25881102681159973, 0.13544709980487823, 0.295526921749115, -0.23842065036296844, -0.341767817735672, -0.00060772814322263, -0.302581787109375, 0.05373019352555275, 0.07313323020935059, -0.1968448907136917, -0.024532021954655647, 0.04440660402178764, 0.05268329381942749, -0.40057674050331116, -0.18042874336242676, -0.20232488214969635, 0.08398560434579849, 0.2007775753736496, -0.04391103610396385, 0.1759595274925232, 0.09418852627277374, 0.048084378242492676, -0.18960066139698029, -0.23863138258457184, 0.06139837205410004, 0.013571064919233322, -0.017471741884946823, -0.15227331221103668, 0.10091054439544678, -0.2243121862411499, 0.11887331306934357, 0.21592764556407928, 0.0522063784301281, 0.1431715339422226, -0.1892227679491043, 0.24969014525413513, 0.0387510284781456, -0.04343143105506897, 0.04447579011321068, 0.3664465844631195, 0.1613021194934845, 0.02119564823806286, -0.050696052610874176, -0.10195020586252213, 0.018082769587635994]",泽州县南村镇,ww21wxu3yw8h
5290,35.49516,112.89679,112.89679,35.49516,"153,40,63,10,853,891,716,66,177,30,18,123,200,256,198,83,518,2,895,23,0,17,225",山西省晋城市泽州县金村镇月星大厦,泽州县金村镇月星大厦,泽州县金村镇 月星 大厦,"[-0.025794927030801773, 0.0527193583548069, 0.01464127842336893, 0.0017460876842960715, -0.005054454319179058, -0.08317508548498154, 0.05379297211766243, 0.11439380794763565, -0.08921419084072113, -0.12491560727357864, 0.005877710413187742, -0.09893696010112762, 0.0213618166744709, 0.027208372950553894, -0.060116514563560486, -0.011959212832152843, 0.015994839370250702, 0.028797054663300514, -0.15065310895442963, -0.064496710896492, -0.08266274631023407, 0.025159114971756935, 0.08921530842781067, -0.013485490344464779, 0.06763003021478653, 0.04110238701105118, 0.02699478343129158, -0.07061415165662766, -0.09159132093191147, 0.032515570521354675, -0.00315066147595644, -0.00787163432687521, -0.06359599530696869, 0.03315410390496254, -0.07472335547208786, 0.026376012712717056, 0.06548061966896057, 0.006272820755839348, 0.04854174703359604, -0.06151650473475456, 0.0823705792427063, 0.002489535603672266, -0.0056220111437141895, 0.016968609765172005, 0.13002319633960724, 0.048528555780649185, 0.005092663690447807, -0.019217904657125473, -0.044494956731796265, 0.008369998075067997]",泽州县金村镇,ww23cj8ymckh
