,lon,lat
79,115.756743,40.350794
80,115.75679,40.350541
81,115.7570183,40.0377866
82,115.757456,40.351084
83,115.762741,40.340149
84,115.762927,40.338653
85,115.769055,40.4656966
86,115.7694066,40.4592683
87,115.7798466,40.1477166
88,115.780237,40.454064
89,115.786534,40.442353
90,115.78669,40.442353
91,115.78737,40.447645
92,115.787932,40.443046
93,115.789884,40.444776
94,115.789919,40.445028
95,115.789938,40.445008
96,115.789964,40.444802
97,115.790039,40.444823
98,115.790134,40.444797
99,115.790399,40.444902
100,115.790917,40.444824
101,115.79213,40.444687
102,115.79256,40.444885
103,115.796743,39.818633
104,115.797615,40.32757
105,115.7994749,40.4681816
106,115.8019133,40.0028799
107,115.8047283,40.0025899
108,115.8051382,40.4738333
109,115.806616666667,40.0049833333333
110,115.8067466,40.0055433
111,115.8191,40.0123833333333
112,115.825466666667,40.01595
113,115.8282299,40.0159499
114,115.8288183,40.3514249
115,115.8378516,39.9300366
116,115.838246,40.475329
117,115.8400799,40.3778266
118,115.842704,40.03175
119,115.8443933,40.1278433
120,115.844721,40.465606
121,115.8452533,40.3931333
122,115.8549933,40.0301949
123,115.857145,40.4090433
124,115.8572199,40.3459999
125,115.8656133,40.3779483
126,115.8659432,40.1034249
127,115.8700416,40.3539233
128,115.8704783,39.776495
129,115.8713418,40.0294209
130,115.8755166,39.9663716
131,115.876025,39.810201
132,115.876373,40.402884
133,115.8775766,39.96544
134,115.879007,40.440056
135,115.8790666,40.0330333
136,115.8792066,39.9646666
137,115.8806616,39.9647183
138,115.88083,40.379133
139,115.881191,40.379076
140,115.8825516,39.9598849
141,115.8827916,39.9602783
142,115.882816,40.377356
143,115.88401,40.4278133
144,115.8856366,39.9599483
145,115.88577,40.377153
146,115.8867833,40.4523766
147,115.88743,40.3576
148,115.887822,39.817677
149,115.88855,40.3568316
150,115.8887083,40.0314883
151,115.889257,40.373732
152,115.889411,40.380098
153,115.8904966,39.9490566
154,115.891045,40.362881
155,115.891618,40.377124
156,115.8921116,39.9477833
157,115.892113,40.362519
158,115.892701,40.361815
159,115.892813,40.361755
160,115.893249,40.379996
161,115.894229,40.377287
162,115.894393,40.377251
163,115.894395,40.37732
164,115.894442,40.377111
165,115.894593,40.377431
166,115.894608,40.377305
167,115.89463,40.377334
168,115.894655,40.377406
169,115.894657,40.377287
170,115.894671,40.377309
171,115.894695,40.377286
172,115.89472,40.3773
173,115.894747,40.377288
174,115.894775,40.377248
175,115.8948,40.37717
176,115.894815,40.377238
177,115.894832,40.377211
178,115.894851,40.377253
179,115.894856,40.377096
180,115.894862,40.377039
181,115.894883,40.377055
182,115.894883,40.377223
183,115.894906,40.377279
184,115.894914,40.377138
185,115.894952,40.377442
186,115.894957,40.377223
187,115.894992,40.376098
188,115.894996,40.377237
189,115.895053,40.385324
190,115.895056,40.379966
191,115.89509,40.376268
192,115.895098,40.37738
193,115.8952,40.385038
194,115.89523,40.385111
195,115.89529,40.385122
196,115.895326,40.385107
197,115.895342,40.376415
198,115.89535,40.385041
199,115.895375,40.385055
200,115.895382,40.375869
201,115.895388,40.385042
202,115.895399,40.38508
203,115.895402,40.385017
204,115.895448,40.385037
205,115.895456,40.385237
206,115.895463,40.377145
207,115.895478,40.361363
208,115.895481,40.385061
209,115.895503,40.385108
210,115.895508,40.383363
211,115.895518,40.383094
212,115.89552,40.384987
213,115.895555,40.371506
214,115.895721,40.385129
215,115.89595,40.385085
216,115.8960466,39.6183983
217,115.896366666667,40.0350166666667
218,115.896542,40.385094
219,115.89692,40.361986
220,115.896947,40.363207
221,115.897847,40.371018
222,115.898464,40.371146
223,115.8985,40.371167
224,115.898549,40.370978
225,115.898624,40.370984
226,115.898665,40.370969
227,115.898812,39.589379
228,115.89891,40.370901
229,115.89899,39.8338216
230,115.89926,39.59154
231,115.901954,40.369506
232,115.902044,40.370913
233,115.902101,40.372673
234,115.902136,40.371808
235,115.902224,40.371682
236,115.902237,40.372358
237,115.902256,40.371807
238,115.902274,40.372062
239,115.902287,40.372093
240,115.902292,40.372016
241,115.902296,40.370366
242,115.9023133,40.3598249
243,115.902333,40.371901
244,115.902342,40.371938
245,115.902369,40.371669
246,115.90237,40.371615
247,115.902387,40.371528
248,115.902405,40.371856
249,115.902411,40.37212
250,115.902415,40.371958
251,115.902418,40.37195
252,115.902449,40.371643
253,115.902464,40.37172
254,115.902484,40.372956
255,115.902536,40.371631
256,115.902588,40.37199
257,115.902606,40.371242
258,115.902629,40.371946
259,115.902772,40.372184
260,115.902786,40.371317
261,115.903387,40.352132
262,115.903838,40.371636
263,115.905484,40.37486
264,115.905514,40.375186
265,115.9059299,40.0198416
266,115.906231,40.394002
267,115.9063133,39.9519666
268,115.9075299,40.0400316
269,115.90822,40.380523
270,115.908265,40.019995
271,115.910616,40.357417
272,115.910988,40.51782
273,115.91561,40.2144816
274,115.916173,40.364846
275,115.9164416,39.9581516
276,115.9198233,40.1174316
277,115.919925,39.95626
278,115.922722,40.362662
279,115.926866,39.702536
280,115.9309566,39.9604166
281,115.932709,40.361823
282,115.9341483,40.0065016
283,115.93575,40.0058333333333
284,115.9371099,39.6030333
285,115.941399,40.452141
286,115.945007,40.366995
287,115.946862,40.371905
288,115.9468949,40.3611449
289,115.94725,40.3611166
290,115.9473,40.3739666666667
291,115.9475199,40.3744883
292,115.9482566,40.3631533
293,115.9497883,40.0022166
294,115.950573333333,39.44222
295,115.950575,39.442317
296,115.95091,39.442895
297,115.951315,39.4433616
298,115.95141,40.454252
299,115.9515233,39.4434933
300,115.953,39.445627
301,115.953075,40.435335
302,115.953762,40.345277
303,115.955312,40.23755
304,115.9558983,40.3633183
305,115.956131,40.519385
306,115.9561733,39.7271333
307,115.956379,40.439922
308,115.956678,40.401077
309,115.9567283,39.7475816
310,115.9583433,39.6115766
311,115.9585733,40.3632999
312,115.958982,40.36296
313,115.959707,40.436088
314,115.961012,40.430216
315,115.961833,40.406079
316,115.961942,40.237749
317,115.963068,40.362604
318,115.963115,39.9914283
319,115.963387,40.239385
320,115.9635166,40.5219216
321,115.963543,40.522485
322,115.963646,40.522309
323,115.963652,40.522243
324,115.963969,40.523185
325,115.964117,40.522752
326,115.9641383,40.5225999
327,115.964246,40.522802
328,115.96439,40.5224299
329,115.9643949,40.3605416
330,115.9645683,40.5237949
331,115.964896,40.524838
332,115.964922,40.524956
333,115.96581,40.362361
334,115.9658499,39.7200183
335,115.966422,40.362766
336,115.967691,40.461206
337,115.968568,40.240423
338,115.9686,40.4577
339,115.968889,40.241039
340,115.968995,40.457337
341,115.969067,40.45725
342,115.9691066,40.4722516
343,115.969175,40.361844
344,115.969192,40.457513
345,115.9692,40.457069
346,115.969325,40.240545
347,115.969493,40.457513
348,115.969546,40.457299
349,115.9703033,40.3615499
350,115.970602,39.46946
351,115.97064,40.238836
352,115.970665,40.455676
353,115.970681,40.239214
354,115.970711,40.238417
355,115.971,40.4585733
356,115.971312,40.238997
357,115.9713316,40.4140449
358,115.971516666667,40.2386333333333
359,115.9720066,40.4566799
360,115.9722033,40.23792
361,115.97227,40.237944
362,115.972283,40.362031
363,115.9724566,40.3315866
364,115.9724733,40.3315549
365,115.972692,40.237703
366,115.972795,39.6827083
367,115.97382,39.6480183
368,115.974151,39.473908
369,115.974524,40.361041
370,115.974607,39.948468
371,115.974983216667,40.3610954333333
372,115.975936,40.434418
373,115.976394,40.50233
374,115.9764083,40.4486649
375,115.9764616,40.2348616
376,115.9764733,40.4484366
377,115.9765883,40.4602933
378,115.9768033,40.3331683
379,115.9772383,40.333415
380,115.9774983,39.6830816
381,115.977502,40.434814
382,115.977615,40.4266066
383,115.9778416,39.6829933
384,115.9782016,39.6401783
385,115.9784249,39.6949033
386,115.9784916,39.6950216
387,115.978585,40.4607133
388,115.9786116,40.46118
389,115.978633333333,40.4605333333333
390,115.9786566,39.6949449
391,115.978782,40.446559
392,115.978839,40.427552
393,115.9789216,40.4652183
394,115.9792,40.4611833333333
395,115.9794166,40.4613416
396,115.9798,39.945578
397,115.979832,40.358672
398,115.9798633,40.3566316
399,115.980679986,40.353047032
400,115.980883333333,40.2293833333333
401,115.980965,40.3527033
402,115.981505,39.959633
403,115.982212,39.942198
404,115.9829666,40.4896116
405,115.983281,40.488886
406,115.9833533,40.3598433
407,115.9834399,40.3443433
408,115.98383,40.362982
409,115.9838849,40.4683366
410,115.983992,39.938216
411,115.984887,39.966585
412,115.985819034,40.357418921
413,115.9863333,40.3611649
414,115.986767,39.941092
415,115.986915,40.4739
416,115.9872249,39.4916283
417,115.987795,39.941057
418,115.988012,39.941045
419,115.988065,40.470874
420,115.98818,39.931563
421,115.988511,40.353372
422,115.9885766,40.3624733
423,115.989258759,40.354591408
424,115.989314,40.355714
425,115.989493,40.359708
426,115.989540241,40.355413067
427,115.9900249,40.0054766
428,115.990057701,40.341752099
429,115.990597,40.341286
430,115.991266666667,39.9680833333333
431,115.99135,40.2110466
432,115.99195,40.464517
433,115.992470164,40.34307138
434,115.992758978,40.339723433
435,115.992937,40.341836
436,115.99294,39.926749
437,115.993258,40.343165
438,115.9937549,39.6722749
439,115.994908,40.46392
440,115.99521,40.358688
441,115.995298942,40.350487319
442,115.995933333333,40.3582833333333
443,115.9963999,39.8331716
444,115.996453,40.35805
445,115.996764,39.97219
446,115.997006,40.35772
447,115.997136,40.46133
448,115.9981466,39.9880866
449,115.998701,39.925029
450,115.998847,39.700528
451,115.9990433,40.35695
452,115.999226,40.549786
453,115.999583,39.926427
454,115.99987,40.549714
455,116.000037,40.347843
456,116.0002016,40.5483133
457,116.000283624,40.347376821
458,116.0003166,39.5201316
459,116.000555,39.521671
460,116.000733333333,40.3565333333333
461,116.000916666667,40.3564166666667
462,116.0011166,40.3564566
463,116.001122,40.548645
464,116.001135,40.356151
465,116.0012983,40.3565283
466,116.001301666667,40.3564133333333
467,116.001304633333,40.35640335
468,116.001788,40.357004
469,116.0018433,40.3508149
470,116.0018533,40.5490399
471,116.002001666667,40.3554433333333
472,116.0026599,40.1996433
473,116.0026899,40.5467249
474,116.002947,40.357135
475,116.002978,40.356116
476,116.003038333333,40.35702
477,116.0031083,40.350615
478,116.003365,40.199634
479,116.003473,40.356821
480,116.003534,40.355519
481,116.0036483,40.3549583
482,116.0037083,40.3485533
483,116.003764,40.356284
484,116.0037749,40.5454982
485,116.003954,40.546731
486,116.0042516,40.3508999
487,116.0042666,40.3578649
488,116.004377,40.357716
489,116.004799,40.354982
490,116.004943333333,40.3587666666667
491,116.005006,40.354682
492,116.0050233,40.5445099
493,116.005199,40.541616
494,116.005433333333,40.1991
495,116.0056233,40.3509466
496,116.005695,40.3588366666667
497,116.005846,40.313719
498,116.0059816,40.3520283
499,116.006283,40.35396
500,116.0064116,40.3543049
501,116.006466666667,39.54285
502,116.006555,40.354618
503,116.006584166667,40.3545417833333
504,116.006614683333,40.3543586666667
505,116.0066233,40.3540066
506,116.0066649,40.3539183
507,116.0067,40.3542333333333
508,116.006753,40.35446
509,116.006883333333,40.3540166666667
510,116.006995,40.354829
511,116.007126666667,40.3548733333333
512,116.008006,40.318057
513,116.0080983,40.3199233
514,116.008453,40.31957
515,116.008749,39.925453
516,116.009071,40.355645
517,116.009383333333,40.3558166666667
518,116.0097283,40.1962016
519,116.010117,40.308922
520,116.010423,40.532754
521,116.010545,40.535015
522,116.01056,40.535019
523,116.01084,40.306479
524,116.010906666667,40.3507133333333
525,116.010945,40.34515
526,116.0112133,40.3562983
527,116.011268,40.356304
528,116.01142,40.349281
529,116.011465,40.050845
530,116.0117116,40.34897
531,116.011737,40.293166
532,116.011848,40.356544
533,116.01185,40.3562833333333
534,116.011861,40.356363
535,116.011864,40.356615
536,116.011983333333,40.3560666666667
537,116.012062066667,40.35668945
538,116.012157,40.356769
539,116.0122583,40.3533816
540,116.012444,40.292684
541,116.01279,40.3572216666667
542,116.013174,40.450972
543,116.013326,40.450989
544,116.0133483,40.3448
545,116.0133966,40.3568599
546,116.0137783,40.3582933
547,116.013956666667,40.36016
548,116.014478333333,40.3550783333333
549,116.0148316,40.3607316
550,116.0151416,40.3566266
551,116.015551,40.360632
552,116.015562,40.360886
553,116.015602116667,40.3606681833333
554,116.0156066,40.3606466
555,116.015693333333,40.3607933333333
556,116.015718,40.360733
557,116.0158133,40.5403982
558,116.0159516,39.9775716
559,116.016374,40.347128
560,116.016483333333,40.3580216666667
561,116.0168949,40.542305
562,116.016996,40.288582
563,116.017012,40.196436
564,116.0173433,40.5421716
565,116.017705,40.3566333333333
566,116.017763333333,40.3432866666667
567,116.0188699,40.0000449
568,116.018916666667,40.3401166666667
569,116.0190449,39.72183
570,116.019196,39.442223
571,116.0192466,39.4421933
572,116.0198899,39.4435516
573,116.0200433,39.8889349
574,116.020436666667,39.8930833333333
575,116.020776,39.928409
576,116.0210966,39.89173
577,116.022483333333,39.9044
578,116.022616666667,39.90435
579,116.0227683,39.5825183
580,116.0229649,40.0676466
581,116.023033333333,39.9043533333333
582,116.023238333333,39.9043533333333
583,116.023266666667,40.0698
584,116.0233766,40.0723016
585,116.0233783,40.3373733
586,116.0236283,40.06917
587,116.0237683,40.0714983
588,116.024116666667,39.9048
589,116.024145,39.9048366666667
590,116.024183333333,39.89855
591,116.0243,39.898
592,116.024393333333,39.900195
593,116.024451666667,39.90436
594,116.0244833,40.2577599
595,116.024666666667,39.9048666666667
596,116.024725,39.9032133333333
597,116.02473,40.068792
598,116.024816666667,39.9037666666667
599,116.024826666667,39.90294
600,116.02485,40.0697833333333
601,116.0248549,40.0687133
602,116.024966666667,39.8997666666667
603,116.0249899,39.9020816
604,116.0257283,40.0666916
605,116.025965,40.0662916
606,116.02625,39.9035833333333
607,116.0291516,40.0555433
608,116.029487,40.336088
609,116.0314283,40.0722033
610,116.031708,40.335203
611,116.032133333333,40.07105
612,116.032385,40.0784199
613,116.032516666667,40.048
614,116.032633333333,39.55615
615,116.0327016,40.0391783
616,116.032766666667,40.0622666666667
617,116.032829,39.556068
618,116.0328483,40.077205
619,116.0329149,39.8742766
620,116.0333433,39.9846316
621,116.0334183,40.0044766
622,116.0338233,40.0448449
623,116.033951,40.038475
624,116.0344333,39.5288899
625,116.03545,39.9881
626,116.0357233,39.8746983
627,116.0359883,40.0291133
628,116.036618,40.276693
629,116.037166,40.063704
630,116.03718,39.928279
631,116.037405,40.064017
632,116.037481,40.064681
633,116.0375099,40.0069099
634,116.03825,40.0311833333333
635,116.0395366,40.0275733
636,116.0417349,39.8759666
637,116.042157,40.312097
638,116.0422,39.8760166666667
639,116.0429699,40.0703899
640,116.0451,40.3117666666667
641,116.0452,40.00165
642,116.045317,39.742037
643,116.045766666667,40.00675
644,116.0470266,39.98793
645,116.0471333,39.9879916
646,116.0471766,40.0082483
647,116.0472266,39.988115
648,116.0475266,39.9880183
649,116.0480699,39.9884433
650,116.0481599,40.0770883
651,116.0481966,40.0168399
652,116.04849,39.8730483
653,116.050178333333,39.8734983333333
654,116.050840692,40.305070147
655,116.050871,40.30681
656,116.0517583,39.5937566
657,116.051999,39.613708
658,116.052206,40.303629
659,116.0531549,39.9765816
660,116.0532783,39.9286166
661,116.0546649,39.7193183
662,116.0546733,39.7072283
663,116.054895,40.2779683333333
664,116.055973,40.300369
665,116.05609,40.301081
666,116.05703,40.299184
667,116.0587049,39.9883233
668,116.0587233,39.7134616
669,116.0588183,40.0679099
670,116.0589249,40.0680499
671,116.0589733,40.0688633
672,116.0595366,40.0646249
673,116.059662,40.297213
674,116.060066666667,40.29605
675,116.060073,40.295728
676,116.0600916,39.9806316
677,116.0601,40.1719166666667
678,116.060295,40.29655
679,116.0611733,40.0635866
680,116.0612483,39.9922366
681,116.0613266,40.0668083
682,116.064216666667,40.214
683,116.0649133,39.9884666
684,116.065212,39.827159
685,116.065217,39.827106
686,116.065222,39.827147
687,116.065224,39.827139
688,116.065229,39.827131
689,116.065243,39.827145
690,116.065275,39.827337
691,116.065347,39.827207
692,116.065377,39.82712
693,116.0654,40.52185
694,116.065894,40.29123
695,116.066121,39.826364
696,116.0661533,40.2913199
697,116.0661899,39.7714683
698,116.06621,39.830052
699,116.067445,39.934268
700,116.0678383,40.06075
701,116.068888,39.825627
702,116.0693583,40.0690866
703,116.069538,40.287257
704,116.0698183,40.0030149
705,116.070001,40.003056
706,116.070676,40.286534
707,116.0714949,39.7153316
708,116.071518,40.284546
709,116.071635,39.809337
710,116.072397,40.097877
711,116.072402,40.09845
712,116.072457,40.097862
713,116.0725133,40.1119499
714,116.07298,40.285176
715,116.074466,40.099976
716,116.074574,40.099856
717,116.074923,40.100307
718,116.0750983,40.1121483
719,116.0753183,40.1089933
720,116.0753866,40.0676083
721,116.075446,40.395912
722,116.0756699,40.1159383
723,116.0759083,40.0603549
724,116.076624,40.281546
725,116.0779799,40.1101033
726,116.078848,40.116649
727,116.079441,40.099307
728,116.079515,40.099389
729,116.0795716,40.0577766
730,116.079598,40.099421
731,116.079983333333,40.2773
732,116.080437,40.115649
733,116.0805916,39.8695683
734,116.0807266,39.9867166
735,116.0808466,40.113575
736,116.0808883,39.8695799
737,116.0809716,40.1152766
738,116.0811016,39.7945499
739,116.0811283,39.6754666
740,116.081216666667,39.7948166666667
741,116.081437,40.0931
742,116.081524,40.093093
743,116.08154,40.093089
744,116.081551,40.11482
745,116.081819,40.114017
746,116.081946,40.093045
747,116.082028,40.093201
748,116.082115,40.093145
749,116.082126,40.10343
750,116.082129,40.093063
751,116.08217,40.27596
752,116.082223,40.050752
753,116.082225,40.093088
754,116.082274,40.093047
755,116.082383333333,39.7953
756,116.082399,40.093149
757,116.082466,40.093198
758,116.0825099,39.7953483
759,116.0825933,39.6776649
760,116.082753,40.102433
761,116.0828899,39.7172366
762,116.083138333333,39.6526933333333
763,116.0831499,39.99827
764,116.0832133,40.1033899
765,116.0836999,40.1030116
766,116.0837316,40.1031266
767,116.08375,40.103127
768,116.08377,40.103342
769,116.083801,39.807143
770,116.083846,40.103084
771,116.0839166,40.231925
772,116.084002,40.102063
773,116.08403,40.112823
774,116.084098,40.102992
775,116.0841,40.102029
776,116.08412,40.102006
777,116.0843049,40.0539749
778,116.0844683,40.1019366
779,116.0845116,40.2320233
780,116.0845299,40.0956316
781,116.084623,40.101098
782,116.0849483,39.7920233
783,116.0850333,40.2746399
784,116.0850949,39.9752866
785,116.0851,39.7923166666667
786,116.0854333,40.0968649
787,116.085585,39.7921533
788,116.085725,40.1041283
789,116.0857449,40.1080249
790,116.085833333333,39.9702833333333
791,116.0858416,40.1014933
792,116.0858866,39.9697333
793,116.0863133,40.1077733
794,116.0865699,40.1079866
795,116.086633333333,39.6569333333333
796,116.086768,40.049705
797,116.086885,39.9683999
798,116.087095,39.6848083
799,116.087348333333,39.685055
800,116.08785,40.1019533
801,116.0879133,39.9632133
802,116.08792,40.05117
803,116.0879883,39.7262066
804,116.0880083,39.8603033
805,116.088203,39.993569
806,116.0882499,40.1061966
807,116.0884749,40.0515066
808,116.088602,40.112498
809,116.0886199,39.9322349
810,116.0887083,40.1123216
811,116.088903,40.10601
812,116.089445,40.102541
813,116.0895766,39.9328016
814,116.0896533,40.0680599
815,116.089683333333,39.8845333333333
816,116.089776,40.102423
817,116.089926,40.102458
818,116.0899683,40.1018699
819,116.090304,40.102685
820,116.091145,40.1030166
821,116.0912749,40.1030933
822,116.091412,40.050085
823,116.0915366,40.10327
824,116.091557,40.048854
825,116.0915999,40.1035116
826,116.0916199,39.9727583
827,116.091662,39.805205
828,116.091666666667,40.2511
829,116.09173,40.2509416
830,116.0917633,40.0907033
831,116.0926616,40.0619333
832,116.093142,39.791869
833,116.0934983,40.2714166
834,116.0941083,39.9555316
835,116.094274,40.443287
836,116.094427,40.104095
837,116.0945383,40.0738899
838,116.094678,40.443217
839,116.094708,40.272633
840,116.094818,40.091169
841,116.094845,40.443468
842,116.095083,40.063004
843,116.0953149,40.2709166
844,116.095854,39.805155
845,116.0958966,39.7114633
846,116.0961366,39.9524849
847,116.0961716,39.9372766
848,116.096308,40.086211
849,116.0966833,40.2702966
850,116.0968666,40.0495766
851,116.097461,40.105383
852,116.097513,40.089832
853,116.0978733,39.9504099
854,116.097921,40.063509
855,116.098017,40.063756
856,116.098068,40.063227
857,116.098082,40.089374
858,116.098095,40.06354
859,116.098391,40.063353
860,116.098439,40.063434
861,116.0986433,40.0138683
862,116.098735,40.17763
863,116.0988149,40.0899616
864,116.0988549,40.0502516
865,116.098997,40.064434
866,116.099446,39.959194
867,116.099684,39.934099
868,116.0996966,39.7013949
869,116.0998199,40.5587966
870,116.0999416,40.0892933
871,116.100111,39.967523
872,116.100182,39.966758
873,116.1001899,40.0513649
874,116.100218,39.967326
875,116.100261,39.804935
876,116.100281,39.966545
877,116.100377,39.964397
878,116.1004133,40.0892066
879,116.100448,39.966026
880,116.100454,39.96451
881,116.100507,39.964295
882,116.100513,39.964605
883,116.100532,39.964118
884,116.100552,39.964913
885,116.100575,39.965409
886,116.100601,39.964782
887,116.10061,39.965775
888,116.100762,39.963836
889,116.100796,39.965167
890,116.100859,39.963701
891,116.100867,39.965557
892,116.1009183,40.0512416
893,116.100924,40.089068
894,116.101125,40.08927
895,116.101235,39.967905
896,116.101247,39.968023
897,116.10126,39.967594
898,116.101264,39.967587
899,116.10127,39.963244
900,116.10132,39.96778
901,116.101353,39.967816
902,116.101385,39.967587
903,116.101393,39.96758
904,116.101426,39.968034
905,116.101429,40.087337
906,116.101438,39.967703
907,116.101451,39.96776
908,116.101498,39.968021
909,116.1015,39.967757
910,116.101504,39.967819
911,116.101505,39.967804
912,116.10151,39.96779
913,116.10151,39.967868
914,116.101512,39.967777
915,116.101514,39.967772
916,116.101514,39.967792
917,116.101515,39.967765
918,116.101516,39.967755
919,116.101518,39.967797
920,116.10152,39.96787
921,116.10152,39.967775
922,116.101521,39.967704
923,116.101522,39.967775
924,116.101524,39.967798
925,116.10153,39.967788
926,116.10153,39.967763
927,116.101531,39.967828
928,116.101531,39.967755
929,116.101531,39.96778
930,116.101532,39.967734
931,116.101533,39.967783
932,116.101535,39.967783
933,116.101536,39.967771
934,116.10154,39.967806
935,116.10154,39.967893
936,116.10154,39.967759
937,116.10154,39.967752
938,116.10154,39.967743
939,116.101541,39.967749
940,116.101542,39.967819
941,116.101543,39.967743
942,116.101543,39.967817
943,116.101545,39.967811
944,116.101546,39.96786
945,116.101547,39.967813
946,116.101547,39.96785
947,116.101548,39.967805
948,116.101548,39.967744
949,116.101548,39.967825
950,116.101549,39.967823
951,116.10155,39.967652
952,116.101552,39.967773
953,116.101553,39.967816
954,116.101553,39.967781
955,116.101553,39.96777
956,116.101554,39.967764
957,116.101555,39.967779
958,116.101555,39.967812
959,116.101556,39.967819
960,116.101556,39.967757
961,116.101557,39.96777
962,116.101557,39.967769
963,116.101558,39.967778
964,116.101561,39.967819
965,116.101562,39.967794
966,116.101563,39.967795
967,116.101564,39.967799
968,116.101566,39.967756
969,116.101566,39.967805
970,116.101567,39.968044
971,116.101567,39.967782
972,116.101568,39.967813
973,116.101569,39.967786
974,116.101571,39.967782
975,116.101573,39.967762
976,116.101574,39.967779
977,116.101577,39.967773
978,116.101578,39.967828
979,116.101578,39.96781
980,116.10158,39.967752
981,116.101583,39.967766
982,116.101584,39.967785
983,116.101588,39.967804
984,116.101588,39.96779
985,116.101589,39.967755
986,116.101598,39.967761
987,116.101599,39.967943
988,116.1016,39.967772
989,116.101604,39.967806
990,116.101606,39.967764
991,116.101613,39.967774
992,116.101613,39.96777
993,116.101619,39.967674
994,116.101621,39.967622
995,116.101628,39.967734
996,116.101648,39.967662
997,116.101654,39.962872
998,116.101675,39.967861
999,116.101692,39.967873
1000,116.101741,39.96787
1001,116.101834,39.962758
1002,116.101843,39.967984
1003,116.101925,40.053908
1004,116.101993,40.08587
1005,116.102155,39.959518
1006,116.102243,39.962464
1007,116.1023833,39.6754383
1008,116.102401,39.962373
1009,116.1026066,39.9271649
1010,116.10273,39.962153
1011,116.1030583,40.5086683
1012,116.103133333333,40.2272166666667
1013,116.1031983,39.9260416
1014,116.103339,39.961701
1015,116.103616,39.961549
1016,116.103781,39.961114
1017,116.103855,40.087536
1018,116.103887,39.961096
1019,116.103967,40.088145
1020,116.103996,40.087486
1021,116.104007,39.961201
1022,116.104049,39.960338
1023,116.104051,40.087561
1024,116.1040566,40.0877249
1025,116.104114,39.960396
1026,116.104178,39.960821
1027,116.1042266,40.0894033
1028,116.104232,39.960201
1029,116.104241,39.961062
1030,116.104248,40.087039
1031,116.104255,39.960618
1032,116.104257,40.088523
1033,116.104264,40.088712
1034,116.104279,39.9606
1035,116.104288,39.960689
1036,116.104299,39.960717
1037,116.104307,39.960662
1038,116.104313,40.087801
1039,116.104319,39.960638
1040,116.104323,39.960626
1041,116.104329,39.960585
1042,116.104344,39.960585
1043,116.10435,39.960613
1044,116.104359,39.960648
1045,116.10439,39.960665
1046,116.104416,40.088634
1047,116.104421,39.959565
1048,116.104432,39.960636
1049,116.104434,39.960697
1050,116.1044566,40.0891016
1051,116.104461,40.052081
1052,116.104465,39.960619
1053,116.1044766,40.0891233
1054,116.104591,40.088713
1055,116.104613,40.088435
1056,116.104626,40.088562
1057,116.104651,40.087182
1058,116.105819,39.869404
1059,116.105859,40.088792
1060,116.105905,40.08898
1061,116.105926,40.088924
1062,116.106055,40.088952
1063,116.106133333333,40.5737
1064,116.106227,40.089129
1065,116.106503,39.866532
1066,116.1065816,40.2550949
1067,116.106721,39.959684
1068,116.1068266,39.7226033
1069,116.107023,39.959376
1070,116.1071049,40.1352166
1071,116.10719,39.934678
1072,116.107254,39.959304
1073,116.10729,39.8526582
1074,116.1074633,39.9142433
1075,116.107466666667,40.2469833333333
